Periodo_Comum_Inicio,Periodo_Comum_Fim,N_Dias_Comuns,N_Ativos,Retorno_Total_%,Retorno_Anualizado_%,DD_%,Calmar_Portfolio
2019-09-30,2025-07-28,2129,10,15846.41,138.82,23.09,6.012
