media_rapida_per,media_lenta_per,media_filtro_tendencia_per,atr_periodo,atr_multiplicador,Retorno_Anualizado_%,Calmar,DD_%,Num_Trades,Sharpe,Ativo,combinacao
5,80,100,25,4.0,119.53,3.1086250520499066,38.45,47,1.556519993047245,BNB,R:5_L:80_F:100_A:25_M:4.0
5,80,100,30,4.0,119.49,3.1075251077260195,38.45,47,1.556163799424434,BNB,R:5_L:80_F:100_A:30_M:4.0
15,150,250,14,5.0,202.38,3.1073481430721053,65.13,43,1.6969026612537537,FET,R:15_L:150_F:250_A:14_M:5.0
21,150,250,7,6.0,200.43,3.1057999912143264,64.53,39,1.6824951927837228,FET,R:21_L:150_F:250_A:7_M:6.0
21,150,250,5,6.0,200.43,3.1057999912143264,64.53,39,1.6824951927837228,FET,R:21_L:150_F:250_A:5_M:6.0
5,80,100,7,4.0,119.29,3.1023628758134136,38.45,47,1.554488116404363,BNB,R:5_L:80_F:100_A:7_M:4.0
5,80,100,10,3.0,119.24,3.1010414778899773,38.45,47,1.554755623084314,BNB,R:5_L:80_F:100_A:10_M:3.0
5,80,100,20,5.0,119.21,3.1002098545613284,38.45,47,1.5537873327844354,BNB,R:5_L:80_F:100_A:20_M:5.0
21,150,250,20,6.0,200.3,3.0991413870234514,64.63,39,1.6820841212903168,FET,R:21_L:150_F:250_A:20_M:6.0
5,80,100,14,4.0,119.14,3.0984712477113625,38.45,47,1.5537204575656405,BNB,R:5_L:80_F:100_A:14_M:4.0
5,80,100,10,4.0,118.96,3.0938433204412283,38.45,47,1.5522363031057522,BNB,R:5_L:80_F:100_A:10_M:4.0
21,100,250,30,5.0,194.73,3.086207439418135,63.1,42,1.6865955746519343,FET,R:21_L:100_F:250_A:30_M:5.0
15,150,250,7,5.0,202.31,3.084096937223295,65.6,43,1.6968636820736314,FET,R:15_L:150_F:250_A:7_M:5.0
15,150,250,5,4.0,202.18,3.082167063170897,65.6,43,1.6958586784922818,FET,R:15_L:150_F:250_A:5_M:4.0
18,100,200,7,3.0,193.0,3.0799969002180085,62.66,51,1.658838628764956,FET,R:18_L:100_F:200_A:7_M:3.0
5,80,100,20,2.5,118.39,3.079097667442906,38.45,47,1.549076396960697,BNB,R:5_L:80_F:100_A:20_M:2.5
15,150,250,5,5.0,201.87,3.0773755150228426,65.6,43,1.6950446807457515,FET,R:15_L:150_F:250_A:5_M:5.0
21,150,250,14,5.0,198.59,3.0768414105476145,64.54,39,1.6753372699618805,FET,R:21_L:150_F:250_A:14_M:5.0
21,100,250,14,4.0,194.42,3.0727589868426564,63.27,42,1.6853660994062971,FET,R:21_L:100_F:250_A:14_M:4.0
21,150,250,5,3.0,202.02,3.0722582295054823,65.76,39,1.6931570681118409,FET,R:21_L:150_F:250_A:5_M:3.0
21,100,250,25,5.0,193.84,3.0721654743294926,63.1,42,1.6826929140310467,FET,R:21_L:100_F:250_A:25_M:5.0
5,80,100,25,2.5,118.08,3.071003580397096,38.45,47,1.5451726349072834,BNB,R:5_L:80_F:100_A:25_M:2.5
21,100,250,10,4.0,191.92,3.069242245237421,62.53,42,1.674043540092928,FET,R:21_L:100_F:250_A:10_M:4.0
18,100,200,20,3.0,200.96,3.0690448092653444,65.48,51,1.6921641615968803,FET,R:18_L:100_F:200_A:20_M:3.0
21,100,250,5,3.0,195.26,3.068064772700748,63.64,42,1.689684961124418,FET,R:21_L:100_F:250_A:5_M:3.0
21,100,250,20,5.0,193.43,3.065580022551932,63.1,42,1.6808534037122584,FET,R:21_L:100_F:250_A:20_M:5.0
18,120,200,20,4.0,178.72,3.0607279338859503,58.39,50,1.5860057975850888,FET,R:18_L:120_F:200_A:20_M:4.0
14,150,250,30,5.0,215.52,3.0606061674880984,70.42,40,1.7542324800241718,FET,R:14_L:150_F:250_A:30_M:5.0
21,100,250,14,5.0,193.07,3.0599908179290627,63.1,42,1.6797745686095975,FET,R:21_L:100_F:250_A:14_M:5.0
18,120,200,5,3.0,175.56,3.0595966605529683,57.38,50,1.5759625792954035,FET,R:18_L:120_F:200_A:5_M:3.0
15,150,250,7,6.0,200.66,3.0590650509954798,65.6,43,1.6901048845029,FET,R:15_L:150_F:250_A:7_M:6.0
5,80,100,30,3.0,117.51,3.056226724905912,38.45,47,1.5418783686618798,BNB,R:5_L:80_F:100_A:30_M:3.0
18,100,200,10,3.0,193.36,3.0519859115895693,63.36,51,1.661526640838015,FET,R:18_L:100_F:200_A:10_M:3.0
18,100,200,5,3.0,187.26,3.0515303015565984,61.36,51,1.6343895258407697,FET,R:18_L:100_F:200_A:5_M:3.0
15,150,250,5,6.0,200.13,3.050861021626589,65.6,43,1.6878580487090489,FET,R:15_L:150_F:250_A:5_M:6.0
21,150,200,10,5.0,204.17,3.049583159437745,66.95,45,1.6373373625903132,FET,R:21_L:150_F:200_A:10_M:5.0
15,150,250,10,4.0,202.2,3.048559894967949,66.33,43,1.696629025474417,FET,R:15_L:150_F:250_A:10_M:4.0
14,150,250,25,5.0,214.65,3.0482643486155325,70.42,40,1.7510537100731918,FET,R:14_L:150_F:250_A:25_M:5.0
5,80,100,5,2.0,117.83,3.048061636809604,38.66,47,1.5436611704338796,BNB,R:5_L:80_F:100_A:5_M:2.0
21,150,200,14,6.0,202.33,3.0472125591999126,66.4,45,1.6304028168500662,FET,R:21_L:150_F:200_A:14_M:6.0
18,100,200,30,5.0,189.49,3.04219538567114,62.29,51,1.6438772506623598,FET,R:18_L:100_F:200_A:30_M:5.0
5,80,100,14,3.0,116.82,3.038181202026247,38.45,47,1.5364821216034776,BNB,R:5_L:80_F:100_A:14_M:3.0
15,150,250,10,6.0,199.4,3.0373018180118136,65.65,43,1.684839666623809,FET,R:15_L:150_F:250_A:10_M:6.0
5,80,100,20,3.0,116.74,3.0361894224990222,38.45,47,1.5360241622697484,BNB,R:5_L:80_F:100_A:20_M:3.0
18,100,200,20,5.0,189.63,3.0301468923868637,62.58,51,1.6447156043394562,FET,R:18_L:100_F:200_A:20_M:5.0
5,80,100,25,3.0,116.5,3.0298196601339837,38.45,47,1.5340908082525508,BNB,R:5_L:80_F:100_A:25_M:3.0
21,100,250,25,6.0,191.08,3.028395516237012,63.1,42,1.6711493624356415,FET,R:21_L:100_F:250_A:25_M:6.0
21,100,250,30,6.0,190.91,3.0256591971410254,63.1,42,1.6702880890373994,FET,R:21_L:100_F:250_A:30_M:6.0
21,100,250,20,6.0,190.9,3.025580929025558,63.1,42,1.6703568029190352,FET,R:21_L:100_F:250_A:20_M:6.0
21,150,250,10,4.0,194.76,3.021010240389589,64.47,39,1.659143542359795,FET,R:21_L:150_F:250_A:10_M:4.0
5,80,100,30,2.5,116.14,3.020551796930361,38.45,47,1.5313790733894634,BNB,R:5_L:80_F:100_A:30_M:2.5
21,150,200,7,4.0,201.67,3.018454470706601,66.81,45,1.6277385152396149,FET,R:21_L:150_F:200_A:7_M:4.0
14,150,250,30,6.0,212.17,3.01312029063621,70.42,40,1.7414697565125747,FET,R:14_L:150_F:250_A:30_M:6.0
18,120,200,25,5.0,175.84,3.009375718288943,58.43,50,1.5727751013691211,FET,R:18_L:120_F:200_A:25_M:5.0
18,100,200,25,5.0,187.93,3.007813771876846,62.48,51,1.638167008029098,FET,R:18_L:100_F:200_A:25_M:5.0
21,100,250,30,4.0,195.27,3.0067446453217888,64.95,42,1.6912769935670335,FET,R:21_L:100_F:250_A:30_M:4.0
14,150,250,20,5.0,211.7,3.0063801814344577,70.42,40,1.739290111971736,FET,R:14_L:150_F:250_A:20_M:5.0
21,100,250,7,3.0,182.76,3.005689056619433,60.8,42,1.652416856294764,FET,R:21_L:100_F:250_A:7_M:3.0
18,120,200,30,5.0,176.31,3.002900419213417,58.71,50,1.5757526524851102,FET,R:18_L:120_F:200_A:30_M:5.0
15,150,250,14,6.0,199.0,3.001111112049681,66.31,43,1.6829455683402774,FET,R:15_L:150_F:250_A:14_M:6.0
14,150,250,25,6.0,211.11,2.9980800538278927,70.42,40,1.737305633901138,FET,R:14_L:150_F:250_A:25_M:6.0
18,100,200,14,5.0,188.86,2.9942523152648084,63.07,51,1.6407452074242022,FET,R:18_L:100_F:200_A:14_M:5.0
18,100,200,30,6.0,188.6,2.99311576647812,63.01,51,1.639902232159594,FET,R:18_L:100_F:200_A:30_M:6.0
15,150,250,10,5.0,199.69,2.9920212216677102,66.74,43,1.6857945938618315,FET,R:15_L:150_F:250_A:10_M:5.0
14,150,250,20,6.0,210.45,2.9886443849808475,70.42,40,1.734670281643535,FET,R:14_L:150_F:250_A:20_M:6.0
14,150,250,14,5.0,210.33,2.986942176496608,70.42,40,1.734049618713884,FET,R:14_L:150_F:250_A:14_M:5.0
18,120,200,14,4.0,176.8,2.9817537683971658,59.29,50,1.5776485686354706,FET,R:18_L:120_F:200_A:14_M:4.0
21,150,200,7,5.0,203.17,2.981422050690658,68.14,45,1.6328466077959731,FET,R:21_L:150_F:200_A:7_M:5.0
21,150,250,14,6.0,197.91,2.9806756414901425,66.4,39,1.6721146672236156,FET,R:21_L:150_F:250_A:14_M:6.0
18,120,200,14,2.5,163.57,2.9801300106198974,54.89,50,1.5465901918930185,FET,R:18_L:120_F:200_A:14_M:2.5
15,150,250,7,4.0,197.97,2.978263813447849,66.47,43,1.6786819404888935,FET,R:15_L:150_F:250_A:7_M:4.0
21,100,250,7,4.0,188.51,2.9751475640181178,63.36,42,1.6590953165234823,FET,R:21_L:100_F:250_A:7_M:4.0
5,80,100,5,2.5,116.86,2.973638330259865,39.3,47,1.5364235726895477,BNB,R:5_L:80_F:100_A:5_M:2.5
21,100,250,14,6.0,189.38,2.969648819512569,63.77,42,1.6635615619977593,FET,R:21_L:100_F:250_A:14_M:6.0
21,100,250,10,6.0,189.3,2.965884646666306,63.83,42,1.662928140985576,FET,R:21_L:100_F:250_A:10_M:6.0
15,150,250,5,3.0,198.06,2.9632917458877728,66.84,43,1.6825298164720488,FET,R:15_L:150_F:250_A:5_M:3.0
14,150,250,7,5.0,208.35,2.958755189127761,70.42,40,1.7264578758584377,FET,R:14_L:150_F:250_A:7_M:5.0
18,100,200,25,6.0,187.09,2.958441717634748,63.24,51,1.633447973605975,FET,R:18_L:100_F:200_A:25_M:6.0
18,100,200,5,2.5,179.57,2.958253299462997,60.7,51,1.6171819360086184,FET,R:18_L:100_F:200_A:5_M:2.5
21,150,200,5,5.0,201.69,2.954293568545032,68.27,45,1.6275211065469504,FET,R:21_L:150_F:200_A:5_M:5.0
18,120,200,14,5.0,171.34,2.953335969851412,58.01,50,1.552992441116029,FET,R:18_L:120_F:200_A:14_M:5.0
21,150,250,5,4.0,195.73,2.9519416400907152,66.31,39,1.6639792355072331,FET,R:21_L:150_F:250_A:5_M:4.0
14,150,250,5,5.0,207.74,2.950168521097206,70.42,40,1.7239918499092497,FET,R:14_L:150_F:250_A:5_M:5.0
14,150,250,7,6.0,207.56,2.947664385489939,70.42,40,1.7232694167483449,FET,R:14_L:150_F:250_A:7_M:6.0
21,100,250,10,5.0,188.16,2.9448853040791163,63.9,42,1.6584493404659912,FET,R:21_L:100_F:250_A:10_M:5.0
5,80,100,7,2.5,115.36,2.943832524929987,39.19,47,1.525069846954329,BNB,R:5_L:80_F:100_A:7_M:2.5
5,80,100,7,3.0,116.48,2.925967104426023,39.81,47,1.5333151305753197,BNB,R:5_L:80_F:100_A:7_M:3.0
5,80,100,10,2.5,115.66,2.907532949109725,39.78,47,1.5273663962465511,BNB,R:5_L:80_F:100_A:10_M:2.5
5,80,100,14,2.5,116.32,2.892464513252879,40.21,47,1.532502913397063,BNB,R:5_L:80_F:100_A:14_M:2.5
5,80,100,5,3.0,115.28,2.886250783750385,39.94,47,1.5234466541503071,BNB,R:5_L:80_F:100_A:5_M:3.0
5,80,150,30,6.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:30_M:6.0
5,80,150,5,6.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:5_M:6.0
5,80,150,10,5.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:10_M:5.0
5,80,150,30,5.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:30_M:5.0
5,80,150,5,5.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:5_M:5.0
5,80,150,20,6.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:20_M:6.0
5,80,150,14,6.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:14_M:6.0
5,80,150,10,6.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:10_M:6.0
5,80,150,7,5.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:7_M:5.0
5,80,150,14,5.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:14_M:5.0
5,80,150,5,4.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:5_M:4.0
5,80,150,25,6.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:25_M:6.0
5,80,150,25,5.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:25_M:5.0
5,80,150,7,6.0,110.04,2.8619234677763936,38.45,36,1.5349244281525598,BNB,R:5_L:80_F:150_A:7_M:6.0
7,100,50,7,6.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:7_M:6.0
7,100,50,14,6.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:14_M:6.0
7,100,50,20,6.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:20_M:6.0
7,100,50,5,5.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:5_M:5.0
7,100,50,10,6.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:10_M:6.0
7,100,50,5,6.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:5_M:6.0
7,100,50,7,5.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:7_M:5.0
7,100,50,30,6.0,119.62,2.8293435406871263,42.28,40,1.5298543357758303,BNB,R:7_L:100_F:50_A:30_M:6.0
5,80,100,7,2.0,116.72,2.823004762812964,41.34,47,1.5351462500099071,BNB,R:5_L:80_F:100_A:7_M:2.0
10,80,50,5,5.0,117.58,2.8155496319737123,41.76,45,1.5084424328747144,BNB,R:10_L:80_F:50_A:5_M:5.0
7,100,50,25,5.0,117.71,2.7842187391939306,42.28,40,1.516409383594271,BNB,R:7_L:100_F:50_A:25_M:5.0
7,100,50,20,5.0,117.63,2.782431296927021,42.28,40,1.5157998531110244,BNB,R:7_L:100_F:50_A:20_M:5.0
7,100,50,20,4.0,117.6,2.781571905070561,42.28,40,1.5157020468096098,BNB,R:7_L:100_F:50_A:20_M:4.0
10,80,50,5,3.0,117.03,2.7788548631828114,42.11,45,1.504834982710193,BNB,R:10_L:80_F:50_A:5_M:3.0
5,80,150,20,4.0,106.81,2.7779406694779043,38.45,36,1.5083670365033652,BNB,R:5_L:80_F:150_A:20_M:4.0
7,100,50,30,5.0,117.38,2.776422845459893,42.28,40,1.5137444059384944,BNB,R:7_L:100_F:50_A:30_M:5.0
7,100,50,14,4.0,117.38,2.776400157493199,42.28,40,1.513947794134895,BNB,R:7_L:100_F:50_A:14_M:4.0
7,100,50,14,5.0,117.34,2.775397908964835,42.28,40,1.5133928072053326,BNB,R:7_L:100_F:50_A:14_M:5.0
7,100,50,10,5.0,117.33,2.775118168037966,42.28,40,1.5132967954392866,BNB,R:7_L:100_F:50_A:10_M:5.0
7,100,50,10,4.0,117.3,2.7744233091509263,42.28,40,1.5132967404476247,BNB,R:7_L:100_F:50_A:10_M:4.0
5,80,150,25,4.0,106.58,2.7719753085198904,38.45,36,1.5061966197250871,BNB,R:5_L:80_F:150_A:25_M:4.0
7,100,50,7,3.0,117.18,2.771772501677328,42.28,40,1.5127381112977971,BNB,R:7_L:100_F:50_A:7_M:3.0
5,80,150,30,4.0,106.54,2.770940222011968,38.45,36,1.5058188778369097,BNB,R:5_L:80_F:150_A:30_M:4.0
7,100,50,25,6.0,117.13,2.770500462282245,42.28,40,1.511708993371471,BNB,R:7_L:100_F:50_A:25_M:6.0
5,80,150,7,4.0,106.36,2.7660823792216878,38.45,36,1.5040417284080494,BNB,R:5_L:80_F:150_A:7_M:4.0
5,80,150,20,5.0,106.28,2.7640563100826343,38.45,36,1.5032984668685891,BNB,R:5_L:80_F:150_A:20_M:5.0
5,80,150,10,3.0,106.25,2.7632064455170067,38.45,36,1.5038218678638329,BNB,R:5_L:80_F:150_A:10_M:3.0
5,80,150,14,4.0,106.22,2.7624202195515952,38.45,36,1.503246162272775,BNB,R:5_L:80_F:150_A:14_M:4.0
10,80,50,20,3.0,114.95,2.759604264711814,41.65,45,1.4900995865781974,BNB,R:10_L:80_F:50_A:20_M:3.0
5,80,150,10,4.0,106.05,2.7580651763253767,38.45,36,1.5016729566296088,BNB,R:5_L:80_F:150_A:10_M:4.0
10,80,50,20,4.0,114.96,2.754744264469016,41.73,45,1.4910770615268905,BNB,R:10_L:80_F:50_A:20_M:4.0
5,80,150,5,2.0,105.83,2.752440338131718,38.45,36,1.5001598004132992,BNB,R:5_L:80_F:150_A:5_M:2.0
7,100,50,7,4.0,116.2,2.7485578634983594,42.28,40,1.504749969906138,BNB,R:7_L:100_F:50_A:7_M:4.0
7,100,50,5,4.0,116.02,2.744129740372744,42.28,40,1.5032432432116904,BNB,R:7_L:100_F:50_A:5_M:4.0
5,80,150,20,2.5,105.31,2.738809329188174,38.45,36,1.496632940793497,BNB,R:5_L:80_F:150_A:20_M:2.5
7,100,50,5,3.0,115.71,2.73697929990186,42.28,40,1.5018371542360238,BNB,R:7_L:100_F:50_A:5_M:3.0
5,80,150,25,2.5,105.1,2.7333902502960026,38.45,36,1.493157145923506,BNB,R:5_L:80_F:150_A:25_M:2.5
12,80,50,7,4.0,116.9,2.731577280047357,42.8,44,1.5018763649264395,BNB,R:12_L:80_F:50_A:7_M:4.0
10,80,50,14,4.0,115.16,2.731052428596663,42.17,45,1.4914663976268812,BNB,R:10_L:80_F:50_A:14_M:4.0
5,80,150,5,2.5,104.93,2.729061787306017,38.45,36,1.4921398388961646,BNB,R:5_L:80_F:150_A:5_M:2.5
5,80,150,30,3.0,104.69,2.722666629628951,38.45,36,1.4907593737250977,BNB,R:5_L:80_F:150_A:30_M:3.0
5,80,150,7,3.0,104.48,2.717356586413127,38.45,36,1.4882977262178103,BNB,R:5_L:80_F:150_A:7_M:3.0
5,80,150,7,2.0,104.43,2.715893371913757,38.45,36,1.487910217949126,BNB,R:5_L:80_F:150_A:7_M:2.0
5,80,150,30,2.5,104.34,2.713544148394884,38.45,36,1.4881248441735733,BNB,R:5_L:80_F:150_A:30_M:2.5
5,80,150,20,3.0,104.3,2.712472306558127,38.45,36,1.4874414964399385,BNB,R:5_L:80_F:150_A:20_M:3.0
5,80,150,25,3.0,104.17,2.709133963401648,38.45,36,1.486285618585237,BNB,R:5_L:80_F:150_A:25_M:3.0
10,80,50,5,6.0,116.83,2.7079966794393115,43.14,45,1.5029101776497888,BNB,R:10_L:80_F:50_A:5_M:6.0
12,80,50,5,4.0,117.02,2.707693533930565,43.22,44,1.5026371139286765,BNB,R:12_L:80_F:50_A:5_M:4.0
5,80,150,14,3.0,104.09,2.7070522375288517,38.45,36,1.4855062492248676,BNB,R:5_L:80_F:150_A:14_M:3.0
12,80,50,20,4.0,117.14,2.7013565130280472,43.36,44,1.505037156089097,BNB,R:12_L:80_F:50_A:20_M:4.0
12,150,200,30,1.0,113.18,2.6882179373279422,42.1,24,1.366044697206204,HBAR,R:12_L:150_F:200_A:30_M:1.0
5,100,50,7,1.5,82.69,2.6769624814290083,30.89,53,1.4565445826046812,ETH,R:5_L:100_F:50_A:7_M:1.5
12,150,200,25,1.0,112.03,2.6608679351865487,42.1,24,1.3585568998193411,HBAR,R:12_L:150_F:200_A:25_M:1.0
12,150,200,20,1.0,111.84,2.656329532011915,42.1,24,1.356898065612625,HBAR,R:12_L:150_F:200_A:20_M:1.0
12,80,50,10,1.5,82.82,2.6540711813847686,31.2,54,1.4300745434861375,ETH,R:12_L:80_F:50_A:10_M:1.5
12,80,100,10,1.5,74.44,2.652050325877831,28.07,48,1.3628064637055002,ETH,R:12_L:80_F:100_A:10_M:1.5
21,100,100,14,1.0,170.64,2.6481071408860397,64.44,34,1.373870690126234,HBAR,R:21_L:100_F:100_A:14_M:1.0
18,120,100,20,1.0,166.12,2.6068684758962557,63.72,31,1.35402378509578,HBAR,R:18_L:120_F:100_A:20_M:1.0
21,100,50,14,1.0,167.59,2.6007826328971446,64.44,35,1.362756834525645,HBAR,R:21_L:100_F:50_A:14_M:1.0
18,120,100,14,1.0,164.69,2.5845265672389752,63.72,31,1.349137133438196,HBAR,R:18_L:120_F:100_A:14_M:1.0
18,120,50,20,1.0,163.82,2.570806691684325,63.72,32,1.3456240352359548,HBAR,R:18_L:120_F:50_A:20_M:1.0
12,80,50,14,1.5,80.5,2.563161824762395,31.41,54,1.4219570969999622,ETH,R:12_L:80_F:50_A:14_M:1.5
12,150,200,5,1.0,110.5,2.5575767874656954,43.21,24,1.3491879263322268,HBAR,R:12_L:150_F:200_A:5_M:1.0
12,150,200,7,1.0,110.81,2.549854859863252,43.46,24,1.3512009481328082,HBAR,R:12_L:150_F:200_A:7_M:1.0
9,40,50,5,1.0,70.01,2.5490135940956207,27.47,86,1.350161466638134,ETH,R:9_L:40_F:50_A:5_M:1.0
18,120,50,14,1.0,162.31,2.5470958425750934,63.72,32,1.340359202480528,HBAR,R:18_L:120_F:50_A:14_M:1.0
12,150,200,14,1.0,109.77,2.5393482737299347,43.23,24,1.3440135803369049,HBAR,R:12_L:150_F:200_A:14_M:1.0
14,80,200,5,2.5,69.34,2.5250031982145247,27.46,45,1.6351651031032974,BTC,R:14_L:80_F:200_A:5_M:2.5
12,80,200,20,2.5,69.89,2.50818781875688,27.87,50,1.5849321789897477,BTC,R:12_L:80_F:200_A:20_M:2.5
14,80,200,20,2.5,68.68,2.5010131447490336,27.46,45,1.6111206235326911,BTC,R:14_L:80_F:200_A:20_M:2.5
7,40,50,5,1.0,70.03,2.4989124714035102,28.03,92,1.3655800160718583,ETH,R:7_L:40_F:50_A:5_M:1.0
12,80,200,10,2.5,69.02,2.498526373440518,27.63,50,1.5700656540615148,BTC,R:12_L:80_F:200_A:10_M:2.5
14,80,200,7,2.5,68.08,2.4791116263767647,27.46,45,1.6010049545603782,BTC,R:14_L:80_F:200_A:7_M:2.5
14,80,200,10,2.5,68.02,2.476957709139836,27.46,45,1.600645139500462,BTC,R:14_L:80_F:200_A:10_M:2.5
10,40,50,14,1.5,143.59,2.471860923649716,58.09,35,1.4194559225993424,INJ,R:10_L:40_F:50_A:14_M:1.5
14,80,200,25,2.5,68.17,2.469599471825474,27.6,45,1.601371330136055,BTC,R:14_L:80_F:200_A:25_M:2.5
12,40,50,5,1.5,154.26,2.468252947743742,62.5,38,1.4486997165295057,INJ,R:12_L:40_F:50_A:5_M:1.5
7,40,50,7,1.0,69.39,2.464815334095117,28.15,92,1.361436683722047,ETH,R:7_L:40_F:50_A:7_M:1.0
21,200,150,25,1.0,112.27,2.4538927496300795,45.75,19,1.3592360210987366,HBAR,R:21_L:200_F:150_A:25_M:1.0
12,150,200,5,1.5,111.15,2.4513062255532225,45.34,24,1.3248286916121124,HBAR,R:12_L:150_F:200_A:5_M:1.5
21,200,200,25,1.0,112.15,2.4512779715200885,45.75,19,1.3589767151246857,HBAR,R:21_L:200_F:200_A:25_M:1.0
14,80,200,30,2.5,67.82,2.4423497587462557,27.77,45,1.5965981261040705,BTC,R:14_L:80_F:200_A:30_M:2.5
8,80,200,14,2.0,71.38,2.441474804264868,29.24,57,1.641455699850146,BTC,R:8_L:80_F:200_A:14_M:2.0
21,200,200,20,1.0,111.2,2.4305302507739697,45.75,19,1.340549587380734,HBAR,R:21_L:200_F:200_A:20_M:1.0
21,200,150,20,1.0,111.18,2.4300717575174504,45.75,19,1.3399415980699616,HBAR,R:21_L:200_F:150_A:20_M:1.0
9,40,50,7,1.0,67.14,2.4257565809557398,27.68,86,1.3256225056104984,ETH,R:9_L:40_F:50_A:7_M:1.0
12,80,200,7,2.5,68.14,2.4204110732295505,28.15,50,1.5454833403218524,BTC,R:12_L:80_F:200_A:7_M:2.5
21,200,200,14,1.0,110.46,2.414481315358367,45.75,19,1.335308247240628,HBAR,R:21_L:200_F:200_A:14_M:1.0
8,80,200,30,2.0,70.11,2.413080752213635,29.05,57,1.619590256888328,BTC,R:8_L:80_F:200_A:30_M:2.0
18,30,50,5,3.0,146.79,2.4117402572232884,60.86,40,1.4065575461011022,INJ,R:18_L:30_F:50_A:5_M:3.0
21,200,150,14,1.0,110.27,2.4102944574072107,45.75,19,1.3340677517942956,HBAR,R:21_L:200_F:150_A:14_M:1.0
12,80,200,25,2.5,68.58,2.4097468846358154,28.46,50,1.554342582571747,BTC,R:12_L:80_F:200_A:25_M:2.5
18,120,200,20,1.0,113.38,2.4070562904273998,47.1,16,1.390133004182821,HBAR,R:18_L:120_F:200_A:20_M:1.0
18,120,200,5,1.0,110.72,2.403663029208361,46.06,16,1.371605431595164,HBAR,R:18_L:120_F:200_A:5_M:1.0
10,100,150,20,0.5,87.16,2.401083126981993,36.3,21,1.2965896678531947,HBAR,R:10_L:100_F:150_A:20_M:0.5
18,120,150,20,2.0,81.93,2.4005353618017007,34.13,43,1.6847244094738132,BTC,R:18_L:120_F:150_A:20_M:2.0
10,100,150,14,0.5,87.09,2.399230488888042,36.3,21,1.2959676155994466,HBAR,R:10_L:100_F:150_A:14_M:0.5
12,80,50,10,2.0,103.98,2.397776061334803,43.37,54,1.5568499423176487,ETH,R:12_L:80_F:50_A:10_M:2.0
8,80,200,25,2.0,70.26,2.395167469621779,29.33,57,1.625090722838483,BTC,R:8_L:80_F:200_A:25_M:2.0
14,80,200,5,3.0,65.77,2.394982843831535,27.46,45,1.5609408185879678,BTC,R:14_L:80_F:200_A:5_M:3.0
18,120,150,25,2.0,81.83,2.3946294865560467,34.17,43,1.6849351157693402,BTC,R:18_L:120_F:150_A:25_M:2.0
18,120,200,14,1.0,111.7,2.393387544573349,46.67,16,1.378733420224616,HBAR,R:18_L:120_F:200_A:14_M:1.0
12,80,50,7,2.0,103.72,2.391827121947616,43.37,54,1.554146922605344,ETH,R:12_L:80_F:50_A:7_M:2.0
21,100,100,20,1.0,154.19,2.389644423158831,64.53,34,1.3165010921465787,HBAR,R:21_L:100_F:100_A:20_M:1.0
12,80,200,5,2.5,68.13,2.3868874723307605,28.54,50,1.5456874881683376,BTC,R:12_L:80_F:200_A:5_M:2.5
12,150,50,30,1.0,151.99,2.3851145381130947,63.72,30,1.302122963815828,HBAR,R:12_L:150_F:50_A:30_M:1.0
10,100,150,10,0.5,86.47,2.3821052077927707,36.3,21,1.2909866565412125,HBAR,R:10_L:100_F:150_A:10_M:0.5
5,100,50,20,2.0,75.87,2.3739642895166924,31.96,53,1.361213120054054,ETH,R:5_L:100_F:50_A:20_M:2.0
18,120,150,30,2.0,81.76,2.372548689048648,34.46,43,1.6828826409764597,BTC,R:18_L:120_F:150_A:30_M:2.0
