media_rapida_per,media_lenta_per,media_filtro_tendencia_per,atr_periodo,atr_multiplicador,Retorno_Anualizado_%,Calmar,DD_%,Num_Trades,Sharpe,Ativo,combinacao
9,20,200,10,3.0,200.25,7.320212781999324,27.36,14,1.5258663493479796,1MBABYDOGE,R:9_L:20_F:200_A:10_M:3.0
15,40,100,10,1.0,227.03,7.3152281760682465,31.04,11,1.5948429699647413,1MBABYDOGE,R:15_L:40_F:100_A:10_M:1.0
9,20,200,7,3.0,199.71,7.300496248422677,27.36,14,1.5240231055720903,1MBABYDOGE,R:9_L:20_F:200_A:7_M:3.0
10,200,150,30,1.0,248.79,7.287476551027673,34.14,7,1.9870780611485404,SUI,R:10_L:200_F:150_A:30_M:1.0
18,100,200,5,2.0,200.37,7.272662620957339,27.55,8,1.8873211654578812,SUI,R:18_L:100_F:200_A:5_M:2.0
12,30,150,10,1.0,188.85,7.26188237153872,26.01,12,1.484213190162397,1MBABYDOGE,R:12_L:30_F:150_A:10_M:1.0
7,200,150,20,2.0,280.86,7.260979399922658,38.68,7,2.0255282914601325,SUI,R:7_L:200_F:150_A:20_M:2.0
7,200,150,5,1.5,280.71,7.247832038262217,38.73,7,2.025063443943775,SUI,R:7_L:200_F:150_A:5_M:1.5
7,200,150,14,2.0,280.68,7.244658473489868,38.74,7,2.024950933905493,SUI,R:7_L:200_F:150_A:14_M:2.0
18,100,200,14,1.5,206.24,7.241703452181289,28.48,8,1.916576458235966,SUI,R:18_L:100_F:200_A:14_M:1.5
18,100,200,14,2.0,203.45,7.238985457504123,28.1,8,1.902386620347521,SUI,R:18_L:100_F:200_A:14_M:2.0
18,100,150,10,1.0,199.32,7.234440018048709,27.55,11,1.8945327988520888,SUI,R:18_L:100_F:150_A:10_M:1.0
18,100,200,10,1.5,204.36,7.21613266352855,28.32,8,1.9068158163297844,SUI,R:18_L:100_F:200_A:10_M:1.5
15,40,100,7,1.0,223.64,7.205844477119697,31.04,11,1.585806888287339,1MBABYDOGE,R:15_L:40_F:100_A:7_M:1.0
18,100,200,7,1.5,206.24,7.189581999736405,28.69,8,1.916510902534831,SUI,R:18_L:100_F:200_A:7_M:1.5
12,150,200,25,1.5,250.1,7.178632127394107,34.84,8,2.0342694925165468,SUI,R:12_L:150_F:200_A:25_M:1.5
12,200,150,14,0.5,247.27,7.175800889165959,34.46,8,1.9904632470211836,SUI,R:12_L:200_F:150_A:14_M:0.5
7,200,150,10,2.0,279.83,7.166504049739472,39.05,7,2.0221425371331465,SUI,R:7_L:200_F:150_A:10_M:2.0
7,200,150,30,2.5,279.8,7.16345024369874,39.06,7,2.0220313176603364,SUI,R:7_L:200_F:150_A:30_M:2.5
12,30,150,20,1.0,186.28,7.162958723114748,26.01,12,1.475530451212059,1MBABYDOGE,R:12_L:30_F:150_A:20_M:1.0
7,200,150,25,2.5,279.65,7.150048792317795,39.11,7,2.0215419021941474,SUI,R:7_L:200_F:150_A:25_M:2.5
12,30,150,5,1.0,185.93,7.149433572415563,26.01,12,1.4739654288373705,1MBABYDOGE,R:12_L:30_F:150_A:5_M:1.0
15,40,100,5,1.0,221.86,7.148552071923347,31.04,11,1.5834369545365794,1MBABYDOGE,R:15_L:40_F:100_A:5_M:1.0
12,150,200,20,1.5,249.33,7.137382261446071,34.93,8,2.030792066146472,SUI,R:12_L:150_F:200_A:20_M:1.5
10,200,150,25,1.0,247.6,7.117325163956072,34.79,7,1.982478655326393,SUI,R:10_L:200_F:150_A:25_M:1.0
10,200,150,20,1.0,247.44,7.114765106750993,34.78,7,1.9820003945770643,SUI,R:10_L:200_F:150_A:20_M:1.0
10,200,150,14,1.0,247.07,7.1139000553834935,34.73,7,1.9805849142333407,SUI,R:10_L:200_F:150_A:14_M:1.0
12,30,150,7,1.0,184.83,7.107184220026159,26.01,12,1.4701015885875093,1MBABYDOGE,R:12_L:30_F:150_A:7_M:1.0
12,30,150,25,1.0,184.54,7.096132202862079,26.01,12,1.469371184208784,1MBABYDOGE,R:12_L:30_F:150_A:25_M:1.0
7,200,150,7,2.0,279.05,7.094981994834424,39.33,7,2.01950785415866,SUI,R:7_L:200_F:150_A:7_M:2.0
10,200,150,5,1.0,244.94,7.087216098079812,34.56,7,1.9719949537934929,SUI,R:10_L:200_F:150_A:5_M:1.0
15,20,250,14,1.5,184.14,7.080840527210214,26.01,19,1.4728612997166746,1MBABYDOGE,R:15_L:20_F:250_A:14_M:1.5
7,200,150,20,2.5,278.75,7.068646248912421,39.44,7,2.01852181908516,SUI,R:7_L:200_F:150_A:20_M:2.5
15,20,200,20,1.5,187.71,7.067347459445163,26.56,19,1.483429799021578,1MBABYDOGE,R:15_L:20_F:200_A:20_M:1.5
7,200,150,14,2.5,278.53,7.04898783990353,39.51,7,2.017780131453772,SUI,R:7_L:200_F:150_A:14_M:2.5
12,150,200,14,1.5,246.57,7.039037941850315,35.03,8,2.0198596105371727,SUI,R:12_L:150_F:200_A:14_M:1.5
12,200,150,10,0.5,245.76,7.023249659799651,34.99,8,1.9842908847466587,SUI,R:12_L:200_F:150_A:10_M:0.5
12,30,150,30,1.0,182.63,7.022690058384352,26.01,12,1.4625703771369776,1MBABYDOGE,R:12_L:30_F:150_A:30_M:1.0
8,200,150,30,1.5,252.83,7.012159340986169,36.06,7,1.9625171292052344,SUI,R:8_L:200_F:150_A:30_M:1.5
7,200,150,10,1.5,277.99,7.001038887288941,39.71,7,2.01486959780748,SUI,R:7_L:200_F:150_A:10_M:1.5
12,200,150,5,0.5,244.97,6.994769576508626,35.02,8,1.980817646536333,SUI,R:12_L:200_F:150_A:5_M:0.5
10,20,250,25,2.5,187.68,6.993790647585213,26.83,15,1.478971112442635,1MBABYDOGE,R:10_L:20_F:250_A:25_M:2.5
7,200,150,30,3.0,277.9,6.993100624323027,39.74,7,2.0156448190023046,SUI,R:7_L:200_F:150_A:30_M:3.0
7,200,150,5,2.0,277.86,6.989391607916593,39.75,7,2.0155016920474846,SUI,R:7_L:200_F:150_A:5_M:2.0
15,20,200,30,1.5,183.89,6.980644663455322,26.34,19,1.4697699447053103,1MBABYDOGE,R:15_L:20_F:200_A:30_M:1.5
7,200,150,25,3.0,277.72,6.97754062212048,39.8,7,2.015043184696412,SUI,R:7_L:200_F:150_A:25_M:3.0
18,100,150,30,1.5,192.47,6.971828222138972,27.61,11,1.8472186209463293,SUI,R:18_L:100_F:150_A:30_M:1.5
10,20,250,20,2.5,187.34,6.962387474851962,26.91,15,1.4778013673853925,1MBABYDOGE,R:10_L:20_F:250_A:20_M:2.5
7,200,150,10,2.5,277.47,6.955038437900732,39.89,7,2.014167574622065,SUI,R:7_L:200_F:150_A:10_M:2.5
18,100,200,7,2.5,197.47,6.948078666070289,28.42,8,1.873086881056238,SUI,R:18_L:100_F:200_A:7_M:2.5
15,200,150,30,1.0,250.47,6.936952664377426,36.11,7,2.0073997925546303,SUI,R:15_L:200_F:150_A:30_M:1.0
15,200,50,30,1.0,250.47,6.936952664377426,36.11,7,2.0073997925546303,SUI,R:15_L:200_F:50_A:30_M:1.0
12,200,150,7,0.5,244.52,6.923262777014725,35.32,8,1.9792722777232827,SUI,R:12_L:200_F:150_A:7_M:0.5
18,100,100,10,1.0,215.73,6.917133281043362,31.19,15,1.937470858357196,SUI,R:18_L:100_F:100_A:10_M:1.0
10,40,100,5,2.0,230.23,6.916869698307903,33.28,11,1.6108496555435166,1MBABYDOGE,R:10_L:40_F:100_A:5_M:2.0
18,100,150,20,1.5,190.56,6.911994883543723,27.57,11,1.8373946340682688,SUI,R:18_L:100_F:150_A:20_M:1.5
12,30,50,7,1.0,210.69,6.908973621396306,30.49,13,1.5494752415491406,1MBABYDOGE,R:12_L:30_F:50_A:7_M:1.0
10,200,150,10,1.0,244.83,6.900701184432475,35.48,7,1.971808285521256,SUI,R:10_L:200_F:150_A:10_M:1.0
18,100,200,10,2.0,200.48,6.894378213383865,29.08,8,1.8869600425126023,SUI,R:18_L:100_F:200_A:10_M:2.0
10,20,250,30,4.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:30_M:4.0
10,20,250,5,5.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:5_M:5.0
10,20,250,10,6.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:10_M:6.0
10,20,250,7,4.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:7_M:4.0
10,20,250,20,4.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:20_M:4.0
10,20,250,14,5.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:14_M:5.0
10,20,250,14,4.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:14_M:4.0
10,20,250,20,5.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:20_M:5.0
10,20,250,7,5.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:7_M:5.0
10,20,250,5,4.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:5_M:4.0
10,20,250,5,6.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:5_M:6.0
10,20,250,30,6.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:30_M:6.0
10,20,250,10,5.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:10_M:5.0
10,20,250,25,5.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:25_M:5.0
10,20,250,14,6.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:14_M:6.0
10,20,250,25,4.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:25_M:4.0
10,20,250,10,4.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:10_M:4.0
10,20,250,20,6.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:20_M:6.0
10,20,250,7,6.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:7_M:6.0
10,20,250,30,5.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:30_M:5.0
10,20,250,25,6.0,186.59,6.8923416895939775,27.07,15,1.4753173528459758,1MBABYDOGE,R:10_L:20_F:250_A:25_M:6.0
7,200,150,20,3.0,276.63,6.883177065726701,40.19,7,2.011326719046146,SUI,R:7_L:200_F:150_A:20_M:3.0
14,150,200,5,1.5,234.24,6.872328364416328,34.08,8,1.9737709684185747,SUI,R:14_L:150_F:200_A:5_M:1.5
9,20,200,10,2.5,189.44,6.871617644977087,27.57,14,1.4893455511173015,1MBABYDOGE,R:9_L:20_F:200_A:10_M:2.5
7,200,150,7,2.5,276.47,6.869331020576256,40.25,7,2.010771446273918,SUI,R:7_L:200_F:150_A:7_M:2.5
18,100,150,25,1.5,191.41,6.862715950026891,27.89,11,1.8417477936692603,SUI,R:18_L:100_F:150_A:25_M:1.5
7,200,150,14,3.0,276.37,6.860427173882966,40.28,7,2.01041300708455,SUI,R:7_L:200_F:150_A:14_M:3.0
7,200,150,10,6.0,276.28,6.852850579399399,40.32,7,2.0102742384985937,SUI,R:7_L:200_F:150_A:10_M:6.0
7,200,150,5,5.0,276.28,6.852850579399399,40.32,7,2.0102742384985937,SUI,R:7_L:200_F:150_A:5_M:5.0
7,200,150,7,6.0,276.28,6.852850579399399,40.32,7,2.0102742384985937,SUI,R:7_L:200_F:150_A:7_M:6.0
7,200,150,5,6.0,276.28,6.852850579399399,40.32,7,2.0102742384985937,SUI,R:7_L:200_F:150_A:5_M:6.0
18,100,200,30,2.5,199.62,6.841716566320551,29.18,8,1.8833114558513355,SUI,R:18_L:100_F:200_A:30_M:2.5
15,20,200,25,1.5,185.66,6.839991580010953,27.14,19,1.4761519949093698,1MBABYDOGE,R:15_L:20_F:200_A:25_M:1.5
14,150,200,30,1.5,237.03,6.822117734121033,34.74,8,1.985246069669316,SUI,R:14_L:150_F:200_A:30_M:1.5
8,200,150,25,1.5,251.18,6.800461056675641,36.94,7,1.9560711773341035,SUI,R:8_L:200_F:150_A:25_M:1.5
10,150,200,30,1.5,227.83,6.78506550548963,33.58,10,1.9179848660654135,SUI,R:10_L:150_F:200_A:30_M:1.5
18,100,200,20,2.5,198.33,6.784147710426397,29.23,8,1.876969092321899,SUI,R:18_L:100_F:200_A:20_M:2.5
7,40,100,7,2.5,236.52,6.783763931230496,34.87,11,1.6012772015485828,1MBABYDOGE,R:7_L:40_F:100_A:7_M:2.5
9,20,200,14,2.5,185.48,6.780359437278455,27.36,14,1.4752545659505798,1MBABYDOGE,R:9_L:20_F:200_A:14_M:2.5
7,40,100,5,2.5,239.46,6.7646752024380685,35.4,11,1.609614742820595,1MBABYDOGE,R:7_L:40_F:100_A:5_M:2.5
14,100,200,30,2.0,196.77,6.76051147606425,29.11,9,1.865290482372094,SUI,R:14_L:100_F:200_A:30_M:2.0
15,200,150,20,1.0,248.59,6.756554037104386,36.79,7,1.9999058120520845,SUI,R:15_L:200_F:150_A:20_M:1.0
15,200,50,20,1.0,248.59,6.756554037104386,36.79,7,1.9999058120520845,SUI,R:15_L:200_F:50_A:20_M:1.0
7,200,150,10,3.0,275.08,6.751908957126176,40.74,7,2.005957141287108,SUI,R:7_L:200_F:150_A:10_M:3.0
10,20,250,5,3.0,185.01,6.746869792580764,27.42,15,1.4695584865742253,1MBABYDOGE,R:10_L:20_F:250_A:5_M:3.0
14,150,100,5,1.0,234.81,6.745739671790543,34.81,11,1.988523765775416,SUI,R:14_L:150_F:100_A:5_M:1.0
14,150,150,5,1.0,234.81,6.745739671790543,34.81,11,1.988523765775416,SUI,R:14_L:150_F:150_A:5_M:1.0
14,150,50,5,1.0,234.81,6.745739671790543,34.81,11,1.988523765775416,SUI,R:14_L:150_F:50_A:5_M:1.0
18,150,200,7,1.0,216.51,6.745123398105426,32.1,9,1.9220583492486425,SUI,R:18_L:150_F:200_A:7_M:1.0
15,200,150,25,1.0,248.78,6.74436804640871,36.89,7,2.000668959205145,SUI,R:15_L:200_F:150_A:25_M:1.0
15,200,50,25,1.0,248.78,6.74436804640871,36.89,7,2.000668959205145,SUI,R:15_L:200_F:50_A:25_M:1.0
12,200,50,14,0.5,243.38,6.743464377853615,36.09,9,1.975283750920442,SUI,R:12_L:200_F:50_A:14_M:0.5
7,200,150,5,2.5,274.98,6.7432638505397415,40.78,7,2.005595117484875,SUI,R:7_L:200_F:150_A:5_M:2.5
18,100,50,10,1.0,209.83,6.727915698778956,31.19,16,1.910900190143596,SUI,R:18_L:100_F:50_A:10_M:1.0
15,20,200,7,1.5,187.95,6.699503090155435,28.05,19,1.4843581171561695,1MBABYDOGE,R:15_L:20_F:200_A:7_M:1.5
10,20,250,14,3.0,184.28,6.681175695538984,27.58,15,1.4672472714163487,1MBABYDOGE,R:10_L:20_F:250_A:14_M:3.0
10,20,250,5,1.0,173.32,6.664477939939576,26.01,15,1.4363780247485387,1MBABYDOGE,R:10_L:20_F:250_A:5_M:1.0
10,20,250,30,3.0,183.87,6.644505330761224,27.67,15,1.4658063993690549,1MBABYDOGE,R:10_L:20_F:250_A:30_M:3.0
12,40,100,5,1.0,219.92,6.636336924988354,33.14,11,1.6042708422897085,1MBABYDOGE,R:12_L:40_F:100_A:5_M:1.0
10,20,200,20,5.0,192.81,6.598160494681844,29.22,14,1.4953192111599194,1MBABYDOGE,R:10_L:20_F:200_A:20_M:5.0
10,20,200,14,5.0,192.81,6.598160494681844,29.22,14,1.4953192111599194,1MBABYDOGE,R:10_L:20_F:200_A:14_M:5.0
10,20,200,20,4.0,192.81,6.598160494681844,29.22,14,1.4953192111599194,1MBABYDOGE,R:10_L:20_F:200_A:20_M:4.0
9,120,50,5,1.0,270.16,5.849778444902861,46.18,36,1.9428057714993352,SOL,R:9_L:120_F:50_A:5_M:1.0
9,120,100,5,1.0,261.63,5.665055338686279,46.18,39,1.9114911832500925,SOL,R:9_L:120_F:100_A:5_M:1.0
7,120,100,5,1.0,284.23,5.573655428122743,51.0,44,1.9613249276992812,SOL,R:7_L:120_F:100_A:5_M:1.0
7,120,50,5,1.0,265.67,5.209702063613785,51.0,38,1.920578369517251,SOL,R:7_L:120_F:50_A:5_M:1.0
9,120,100,20,1.5,265.64,4.997760825109132,53.15,39,1.903859090268125,SOL,R:9_L:120_F:100_A:20_M:1.5
10,120,150,5,1.0,241.71,4.898593668714538,49.34,27,1.8624027726664127,SOL,R:10_L:120_F:150_A:5_M:1.0
5,30,50,25,2.0,194.33,4.87606626395358,39.85,71,1.723804204420196,SOL,R:5_L:30_F:50_A:25_M:2.0
9,120,100,14,1.5,261.92,4.847780969138443,54.03,39,1.8918664529426716,SOL,R:9_L:120_F:100_A:14_M:1.5
10,120,150,7,1.0,241.09,4.823503028144342,49.98,27,1.8600253640733728,SOL,R:10_L:120_F:150_A:7_M:1.0
5,30,50,30,2.0,194.16,4.818823038133624,40.29,71,1.7224686070399295,SOL,R:5_L:30_F:50_A:30_M:2.0
5,30,50,14,1.5,181.56,4.723714390333997,38.44,71,1.6996865955280254,SOL,R:5_L:30_F:50_A:14_M:1.5
8,120,50,5,1.0,244.27,4.704007852249847,51.93,37,1.860370471836764,SOL,R:8_L:120_F:50_A:5_M:1.0
5,30,50,14,2.0,193.3,4.663425669600947,41.45,71,1.7254167775990783,SOL,R:5_L:30_F:50_A:14_M:2.0
5,30,50,20,2.0,189.55,4.599540111454928,41.21,71,1.7083030943617137,SOL,R:5_L:30_F:50_A:20_M:2.0
9,120,50,5,1.5,241.06,4.544232799365951,53.05,36,1.8385639699014973,SOL,R:9_L:120_F:50_A:5_M:1.5
9,120,50,7,1.5,239.66,4.543413507700174,52.75,36,1.833273782556566,SOL,R:9_L:120_F:50_A:7_M:1.5
10,120,50,7,1.0,240.74,4.53770125122872,53.05,36,1.849821620241982,SOL,R:10_L:120_F:50_A:7_M:1.0
9,120,50,20,1.5,241.17,4.537325142355858,53.15,36,1.8395660501011983,SOL,R:9_L:120_F:50_A:20_M:1.5
5,30,50,10,2.0,192.96,4.536742973496001,42.53,71,1.7242660546662265,SOL,R:5_L:30_F:50_A:10_M:2.0
10,120,50,5,1.0,240.27,4.477970929429089,53.66,36,1.8484508689588324,SOL,R:10_L:120_F:50_A:5_M:1.0
9,120,50,10,1.5,238.96,4.464156812689482,53.53,36,1.8313330754946,SOL,R:9_L:120_F:50_A:10_M:1.5
21,120,150,14,2.5,262.43,4.440816004677144,59.1,21,1.8945001025988628,SOL,R:21_L:120_F:150_A:14_M:2.5
9,120,50,14,1.5,239.57,4.434009952673344,54.03,36,1.834162160442224,SOL,R:9_L:120_F:50_A:14_M:1.5
10,120,100,7,1.0,234.73,4.424573428444655,53.05,38,1.8255536623592303,SOL,R:10_L:120_F:100_A:7_M:1.0
5,30,50,10,1.5,179.06,4.408944779413138,40.61,71,1.6882574715083931,SOL,R:5_L:30_F:50_A:10_M:1.5
10,120,150,5,1.5,223.35,4.389842141153975,50.88,27,1.7918445881699072,SOL,R:10_L:120_F:150_A:5_M:1.5
21,120,150,10,2.5,258.95,4.381906869299565,59.1,21,1.8804161151271528,SOL,R:21_L:120_F:150_A:10_M:2.5
10,120,100,5,1.0,235.08,4.381182218010299,53.66,38,1.826939197887364,SOL,R:10_L:120_F:100_A:5_M:1.0
10,120,150,20,1.5,225.39,4.376459553069201,51.5,27,1.8014456117066877,SOL,R:10_L:120_F:150_A:20_M:1.5
21,120,150,30,3.0,258.34,4.371472094153601,59.1,21,1.8820689271650004,SOL,R:21_L:120_F:150_A:30_M:3.0
9,120,100,5,1.5,231.86,4.370831255665847,53.05,39,1.8028356831570165,SOL,R:9_L:120_F:100_A:5_M:1.5
9,120,100,7,1.5,230.45,4.368802172254156,52.75,39,1.7974368746895515,SOL,R:9_L:120_F:100_A:7_M:1.5
8,120,100,5,1.0,233.73,4.359087308865737,53.62,42,1.819585493779464,SOL,R:8_L:120_F:100_A:5_M:1.0
21,40,100,14,1.5,104.77,4.3412125780586805,24.13,13,1.6773134779600405,RENDER,R:21_L:40_F:100_A:14_M:1.5
10,120,150,14,1.5,226.67,4.338685670602346,52.24,27,1.8051684256466876,SOL,R:10_L:120_F:150_A:14_M:1.5
10,120,150,7,1.5,224.62,4.332937111370378,51.84,27,1.796409454754514,SOL,R:10_L:120_F:150_A:7_M:1.5
21,120,150,25,3.0,255.1,4.316654722887724,59.1,21,1.8712119888301155,SOL,R:21_L:120_F:150_A:25_M:3.0
10,120,150,10,1.5,225.44,4.310625788782997,52.3,27,1.8002329994165476,SOL,R:10_L:120_F:150_A:10_M:1.5
21,120,150,14,3.0,254.67,4.309366746738434,59.1,21,1.8667368425234088,SOL,R:21_L:120_F:150_A:14_M:3.0
21,120,150,20,3.0,254.28,4.302810219193409,59.1,21,1.866675388641588,SOL,R:21_L:120_F:150_A:20_M:3.0
5,30,50,7,1.5,175.56,4.3010610920246375,40.82,71,1.671126829170126,SOL,R:5_L:30_F:50_A:7_M:1.5
12,100,50,5,2.0,241.09,4.297902971000492,56.09,39,1.8149060813651663,SOL,R:12_L:100_F:50_A:5_M:2.0
9,120,100,20,2.0,242.74,4.289291570872871,56.59,39,1.8137283809048443,SOL,R:9_L:120_F:100_A:20_M:2.0
5,30,50,30,2.5,177.65,4.261423196161769,41.69,71,1.646035411205211,SOL,R:5_L:30_F:50_A:30_M:2.5
21,40,100,20,1.5,104.58,4.253547254419295,24.59,13,1.6762402723837886,RENDER,R:21_L:40_F:100_A:20_M:1.5
21,120,150,10,3.0,251.11,4.249146347509894,59.1,21,1.8543770564453568,SOL,R:21_L:120_F:150_A:10_M:3.0
21,40,100,10,1.5,103.28,4.241957789249031,24.35,13,1.6629246676331817,RENDER,R:21_L:40_F:100_A:10_M:1.5
9,120,100,10,1.5,227.0,4.24059941687704,53.53,39,1.7855784807755255,SOL,R:9_L:120_F:100_A:10_M:1.5
5,30,50,25,2.5,176.0,4.2286334761212165,41.62,71,1.6388426433861498,SOL,R:5_L:30_F:50_A:25_M:2.5
5,30,50,20,2.5,179.87,4.226070491111815,42.56,71,1.6567012328019068,SOL,R:5_L:30_F:50_A:20_M:2.5
9,120,100,25,2.0,238.56,4.219650254719175,56.53,39,1.7955074431345033,SOL,R:9_L:120_F:100_A:25_M:2.0
9,120,100,30,2.0,237.61,4.20920121258863,56.45,39,1.7920567637892904,SOL,R:9_L:120_F:100_A:30_M:2.0
5,30,50,7,2.0,188.01,4.200293473312687,44.76,71,1.701501901030492,SOL,R:5_L:30_F:50_A:7_M:2.0
21,120,100,14,2.5,248.81,4.192725977006017,59.34,25,1.8545398527235812,SOL,R:21_L:120_F:100_A:14_M:2.5
9,120,100,14,2.0,240.28,4.181886860428346,57.46,39,1.8022556808673216,SOL,R:9_L:120_F:100_A:14_M:2.0
12,80,100,10,1.5,216.52,4.165167578332834,51.98,42,1.7585863166654778,SOL,R:12_L:80_F:100_A:10_M:1.5
18,50,50,5,4.0,203.25,4.163948679956632,48.81,57,1.2392997717741876,DOGE,R:18_L:50_F:50_A:5_M:4.0
21,40,100,5,1.5,102.31,4.159265903099221,24.6,13,1.65049248328363,RENDER,R:21_L:40_F:100_A:5_M:1.5
18,50,50,30,4.0,202.5,4.14871637888807,48.81,57,1.237391148932941,DOGE,R:18_L:50_F:50_A:30_M:4.0
21,120,150,14,4.0,244.9,4.144041031681553,59.1,21,1.8314312802662205,SOL,R:21_L:120_F:150_A:14_M:4.0
21,120,150,30,4.0,244.82,4.142708220073063,59.1,21,1.831970440218548,SOL,R:21_L:120_F:150_A:30_M:4.0
21,120,100,10,2.5,245.69,4.140252493225876,59.34,25,1.8415763702259,SOL,R:21_L:120_F:100_A:10_M:2.5
5,80,100,25,1.5,257.75,4.139286639633644,62.27,45,1.9032054619106065,SOL,R:5_L:80_F:100_A:25_M:1.5
8,30,50,14,2.5,192.16,4.137356225147004,46.45,62,1.722282962566299,SOL,R:8_L:30_F:50_A:14_M:2.5
21,40,100,25,1.5,103.72,4.135916254239047,25.08,13,1.670197735143879,RENDER,R:21_L:40_F:100_A:25_M:1.5
5,30,50,25,1.5,175.94,4.134365269204578,42.55,71,1.6790091467737491,SOL,R:5_L:30_F:50_A:25_M:1.5
10,120,50,5,1.5,226.3,4.129146072319398,54.81,36,1.777533629972642,SOL,R:10_L:120_F:50_A:5_M:1.5
21,120,150,25,4.0,243.64,4.122787917115343,59.1,21,1.8276047466889525,SOL,R:21_L:120_F:150_A:25_M:4.0
9,120,100,10,2.0,237.28,4.109507934133981,57.74,39,1.792032159726875,SOL,R:9_L:120_F:100_A:10_M:2.0
21,120,100,30,3.0,243.7,4.106674936848843,59.34,25,1.8381040989762476,SOL,R:21_L:120_F:100_A:30_M:3.0
21,120,150,20,4.0,242.49,4.103289209690253,59.1,21,1.8232392366485397,SOL,R:21_L:120_F:150_A:20_M:4.0
18,50,50,25,4.0,200.27,4.103012218427891,48.81,57,1.2323557152089704,DOGE,R:18_L:50_F:50_A:25_M:4.0
21,40,100,20,6.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:20_M:6.0
21,40,100,20,5.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:20_M:5.0
21,40,100,14,6.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:14_M:6.0
21,40,100,10,5.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:10_M:5.0
21,40,100,7,5.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:7_M:5.0
21,40,100,7,4.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:7_M:4.0
21,40,100,5,5.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:5_M:5.0
21,40,100,30,5.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:30_M:5.0
21,40,100,5,6.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:5_M:6.0
21,40,100,30,6.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:30_M:6.0
21,40,100,14,5.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:14_M:5.0
21,40,100,25,6.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:25_M:6.0
21,40,100,7,6.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:7_M:6.0
21,40,100,25,5.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:25_M:5.0
21,40,100,10,6.0,134.47,4.102150025738906,32.78,13,1.8154434829970585,RENDER,R:21_L:40_F:100_A:10_M:6.0
21,120,150,5,3.0,241.93,4.093800456179063,59.1,21,1.8220594296465036,SOL,R:21_L:120_F:150_A:5_M:3.0
