Periodo_Comum_Inicio,Periodo_Comum_Fim,N_Dias_Comuns,N_Ativos,Retorno_Total_%,Retorno_Anualizado_%,DD_%,Calmar_Portfolio
2024-12-18,2025-07-28,223,22,13.23,22.69,10.72,2.116
